ID,Anho,Mes,Frances-Camino de,Via de la Plata,Primitivo-Camino,Portugues-Camino,Norte-Camino de,Ingles-Camino,Costa Camino Portugues  ,Otros caminos,Muxia-Finisterre,Invierno de Camino,Resto,Geira e Arrieiros,Muros - Noia Camino,Miñoto Ribeiro,Camino del Barbanza,Camino del Mar,Camino olvidado,San Salvador,Vía Céltica,San Rosendo,Sin establecer,Total
200401,2004,1,1132.0,50.0,34.0,32.0,28.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1286.0
200402,2004,2,2248.0,40.0,0.0,314.0,82.0,68.0,42.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2802.0
200403,2004,3,4698.0,184.0,18.0,736.0,206.0,282.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6210.0
200404,2004,4,24048.0,1470.0,200.0,3980.0,512.0,580.0,284.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31108.0
200405,2004,5,26970.0,1408.0,240.0,2998.0,1090.0,652.0,324.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33720.0
200406,2004,6,31966.0,1606.0,630.0,2188.0,1480.0,516.0,174.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38590.0
200407,2004,7,49596.0,2768.0,956.0,5674.0,3782.0,728.0,220.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63782.0
200408,2004,8,62528.0,7660.0,7600.0,6606.0,3924.0,2090.0,246.0,54.0,494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91202.0
200409,2004,9,37838.0,1554.0,606.0,3434.0,1260.0,648.0,100.0,44.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45504.0
200410,2004,10,23928.0,1368.0,406.0,2246.0,872.0,214.0,50.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29112.0
200411,2004,11,7024.0,360.0,174.0,704.0,292.0,196.0,54.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8820.0
200412,2004,12,5298.0,196.0,298.0,1136.0,412.0,200.0,40.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7604.0
200501,2005,1,452.0,18.0,2.0,42.0,16.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0
200502,2005,2,956.0,40.0,10.0,108.0,8.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.0
200503,2005,3,4850.0,258.0,172.0,592.0,236.0,114.0,10.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6242.0
200504,2005,4,5322.0,296.0,64.0,812.0,82.0,32.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6614.0
200505,2005,5,15770.0,986.0,156.0,1048.0,496.0,72.0,80.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18620.0
200506,2005,6,21994.0,938.0,226.0,1180.0,752.0,90.0,20.0,16.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25238.0
200507,2005,7,31386.0,1224.0,622.0,1874.0,1940.0,342.0,50.0,72.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37608.0
200508,2005,8,41746.0,1278.0,698.0,3046.0,2502.0,270.0,2.0,56.0,54.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49662.0
200509,2005,9,21096.0,608.0,322.0,1152.0,974.0,150.0,4.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24336.0
200510,2005,10,11960.0,412.0,98.0,790.0,410.0,50.0,2.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13746.0
200511,2005,11,2330.0,164.0,12.0,90.0,74.0,88.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2776.0
200512,2005,12,958.0,60.0,48.0,106.0,70.0,82.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1336.0
200601,2006,1,518.0,30.0,10.0,50.0,28.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.0
200602,2006,2,570.0,22.0,0.0,62.0,26.0,16.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.0
200603,2006,3,1888.0,74.0,16.0,120.0,80.0,10.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2192.0
200604,2006,4,11080.0,716.0,140.0,2170.0,582.0,164.0,6.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14902.0
200605,2006,5,16924.0,1076.0,256.0,1236.0,604.0,64.0,36.0,30.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20294.0
200606,2006,6,22280.0,1042.0,216.0,1378.0,912.0,146.0,8.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26022.0
200607,2006,7,29434.0,1428.0,656.0,2582.0,2808.0,422.0,20.0,24.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37440.0
200608,2006,8,42930.0,1374.0,1522.0,2848.0,3132.0,484.0,2.0,58.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52366.0
200609,2006,9,22910.0,612.0,480.0,1358.0,1406.0,104.0,12.0,10.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26940.0
200610,2006,10,13112.0,506.0,218.0,836.0,592.0,116.0,2.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15400.0
200611,2006,11,2908.0,144.0,72.0,124.0,202.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3510.0
200612,2006,12,1356.0,52.0,48.0,180.0,22.0,34.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1696.0
200701,2007,1,588.0,22.0,26.0,34.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0
200702,2007,2,996.0,40.0,10.0,180.0,90.0,10.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1330.0
200703,2007,3,2810.0,80.0,28.0,252.0,116.0,44.0,0.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3360.0
200704,2007,4,12364.0,896.0,352.0,1978.0,368.0,180.0,34.0,20.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16230.0
200705,2007,5,21238.0,1332.0,514.0,1626.0,788.0,210.0,90.0,42.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25848.0
200706,2007,6,25698.0,1040.0,480.0,1664.0,1176.0,232.0,20.0,36.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30364.0
200707,2007,7,31018.0,1654.0,1138.0,2992.0,2802.0,506.0,10.0,40.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40312.0
200708,2007,8,43272.0,1432.0,1804.0,3766.0,3626.0,538.0,24.0,56.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54578.0
200709,2007,9,25230.0,918.0,702.0,1992.0,1374.0,216.0,18.0,40.0,60.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30564.0
200710,2007,10,8002.0,358.0,121.0,540.0,372.0,38.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9443.0
200711,2007,11,1942.0,96.0,82.0,217.0,102.0,55.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2496.0
200712,2007,12,616.0,42.0,17.0,43.0,49.0,25.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,795.0
200801,2008,1,240.0,18.0,5.0,28.0,10.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0
200802,2008,2,552.0,28.0,10.0,97.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703.0
200803,2008,3,3792.0,293.0,199.0,610.0,266.0,78.0,11.0,41.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5327.0
200804,2008,4,4365.0,301.0,62.0,698.0,132.0,77.0,2.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5648.0
200805,2008,5,12841.0,875.0,263.0,1303.0,555.0,128.0,0.0,28.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16001.0
200806,2008,6,13292.0,606.0,274.0,902.0,717.0,78.0,4.0,24.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15904.0
200807,2008,7,15937.0,892.0,575.0,1588.0,1713.0,341.0,5.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21066.0
200808,2008,8,23127.0,1071.0,798.0,2348.0,2192.0,338.0,20.0,81.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29996.0
200809,2008,9,14136.0,559.0,412.0,1162.0,895.0,181.0,1.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17378.0
200810,2008,10,8278.0,335.0,180.0,508.0,366.0,190.0,6.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9878.0
200811,2008,11,1872.0,116.0,58.0,152.0,77.0,27.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2309.0
200812,2008,12,634.0,35.0,17.0,177.0,19.0,8.0,193.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1085.0
200901,2009,1,420.0,21.0,25.0,30.0,21.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.0
200902,2009,2,514.0,37.0,16.0,100.0,17.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.0
200903,2009,3,1431.0,112.0,61.0,149.0,49.0,16.0,12.0,5.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850.0
200904,2009,4,7870.0,580.0,224.0,1138.0,342.0,122.0,12.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10316.0
200905,2009,5,12631.0,1061.0,338.0,1617.0,645.0,151.0,4.0,46.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16498.0
200906,2009,6,15267.0,876.0,430.0,1498.0,1058.0,191.0,7.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19354.0
200907,2009,7,20184.0,1117.0,638.0,2110.0,2216.0,412.0,40.0,29.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26752.0
200908,2009,8,27306.0,1187.0,1169.0,2598.0,2627.0,592.0,8.0,45.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35546.0
200909,2009,9,16435.0,651.0,542.0,1484.0,1275.0,184.0,16.0,23.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20623.0
200910,2009,10,9357.0,531.0,237.0,933.0,537.0,106.0,9.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11731.0
200911,2009,11,1960.0,79.0,62.0,139.0,75.0,21.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2353.0
200912,2009,12,701.0,60.0,41.0,157.0,37.0,9.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010.0
201001,2010,1,866.0,65.0,35.0,111.0,99.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1188.0
201002,2010,2,1256.0,44.0,42.0,223.0,43.0,26.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1640.0
201003,2010,3,4014.0,391.0,148.0,835.0,278.0,180.0,15.0,13.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5883.0
201004,2010,4,13646.0,1111.0,468.0,2948.0,723.0,435.0,207.0,21.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19587.0
201005,2010,5,20920.0,1598.0,785.0,3551.0,1201.0,499.0,70.0,97.0,121.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28846.0
201006,2010,6,23761.0,1661.0,1009.0,4023.0,2128.0,784.0,227.0,62.0,26.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33756.0
201007,2010,7,29378.0,2132.0,1166.0,5280.0,3251.0,1036.0,34.0,72.0,114.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42466.0
201008,2010,8,38930.0,3764.0,2041.0,7376.0,5907.0,1858.0,166.0,142.0,1346.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61534.0
201009,2010,9,27576.0,1495.0,1003.0,3825.0,2243.0,562.0,65.0,44.0,33.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36848.0
201010,2010,10,19588.0,1198.0,793.0,2865.0,1216.0,615.0,209.0,35.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26598.0
201011,2010,11,5515.0,493.0,300.0,1120.0,378.0,178.0,19.0,7.0,19.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8075.0
201012,2010,12,3829.0,300.0,253.0,983.0,196.0,279.0,97.0,4.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5967.0
201101,2011,1,486.0,17.0,18.0,60.0,53.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644.0
201102,2011,2,628.0,36.0,24.0,85.0,27.0,12.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820.0
201103,2011,3,1913.0,283.0,81.0,605.0,75.0,41.0,0.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3023.0
201104,2011,4,9914.0,662.0,431.0,2360.0,511.0,209.0,14.0,37.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14154.0
201105,2011,5,14338.0,1396.0,452.0,2436.0,846.0,254.0,9.0,49.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19805.0
201106,2011,6,18211.0,1264.0,641.0,3344.0,1291.0,316.0,104.0,42.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25239.0
201107,2011,7,22427.0,1093.0,1084.0,2995.0,2621.0,524.0,19.0,48.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30842.0
201108,2011,8,29799.0,1438.0,1509.0,4406.0,3452.0,749.0,18.0,71.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41489.0
201109,2011,9,19114.0,860.0,876.0,3037.0,1655.0,342.0,48.0,39.0,38.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26023.0
201110,2011,10,12149.0,740.0,418.0,1932.0,752.0,186.0,16.0,36.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16243.0
201111,2011,11,2712.0,208.0,111.0,343.0,153.0,42.0,0.0,8.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3591.0
201112,2011,12,1004.0,65.0,69.0,216.0,83.0,39.0,12.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1498.0
201201,2012,1,627.0,31.0,62.0,103.0,18.0,23.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,872.0
201202,2012,2,901.0,50.0,45.0,249.0,32.0,23.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1305.0
201203,2012,3,2196.0,176.0,124.0,584.0,111.0,51.0,12.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3260.0
201204,2012,4,9748.0,865.0,446.0,2629.0,603.0,327.0,76.0,14.0,27.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14749.0
201205,2012,5,15527.0,1258.0,600.0,2962.0,933.0,351.0,37.0,53.0,47.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21776.0
201206,2012,6,18262.0,1275.0,713.0,3257.0,1510.0,317.0,62.0,50.0,44.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25517.0
201207,2012,7,22396.0,1373.0,1168.0,4126.0,2804.0,655.0,115.0,56.0,95.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32818.0
201208,2012,8,27799.0,1390.0,1743.0,5001.0,3786.0,1095.0,70.0,60.0,120.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41096.0
201209,2012,9,19884.0,848.0,1013.0,3269.0,1724.0,410.0,85.0,36.0,36.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27321.0
201210,2012,10,13601.0,634.0,478.0,2199.0,846.0,223.0,66.0,24.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18091.0
201211,2012,11,3019.0,210.0,169.0,489.0,200.0,44.0,17.0,10.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4170.0
201212,2012,12,1024.0,50.0,43.0,200.0,70.0,58.0,11.0,4.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1483.0
201301,2013,1,562.0,45.0,14.0,119.0,36.0,21.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,806.0
201302,2013,2,946.0,87.0,24.0,254.0,36.0,24.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1382.0
201303,2013,3,4708.0,298.0,182.0,1456.0,198.0,316.0,31.0,4.0,28.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7228.0
201304,2013,4,7832.0,535.0,390.0,2016.0,466.0,223.0,27.0,5.0,33.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11532.0
201305,2013,5,18110.0,1307.0,654.0,3401.0,1172.0,427.0,40.0,41.0,25.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25205.0
